路径编号,车型,节点序列,是否可行,总成本,固定成本,能耗成本,碳排成本,等待成本,迟到成本,总距离,违规信息,到达时刻,服务开始时刻,离开时刻
25,fuel_3000,0 -> 7_1 -> 55_4 -> 0,True,1067.3956547315279,400.0,357.4113912896141,77.75458986196065,138.89634024661987,93.33333333333336,152.70418464193398,[],"[8.0, 16.0, 17.02424156992646, 20.115630112957845]","[8.0, 16.0, 17.916666666666668, 20.115630112957845]","[8.0, 16.333333333333332, 18.25, 20.115630112957845]"
26,fuel_3000,0 -> 76_1 -> 70_2 -> 94_1 -> 0,True,875.0141963346271,400.0,377.5862919771974,82.14362492547295,15.284279431956769,0.0,168.88588487438358,[],"[8.0, 9.503152289005822, 10.835786028402161, 13.5612597582086, 14.819392274905614]","[8.0, 9.503152289005822, 11.6, 13.5612597582086, 14.819392274905614]","[8.0, 9.836485622339156, 11.933333333333334, 13.894593091541934, 14.819392274905614]"
27,fuel_3000,0 -> 49_1 -> 52_4 -> 0,True,947.9974006759907,400.0,377.65704357491046,82.15901688442091,88.18134021665932,0.0,173.04136720890108,[],"[8.0, 9.12527949981084, 14.648986822689526, 17.933270421128935]","[8.0, 13.1, 15.083333333333334, 17.933270421128935]","[8.0, 13.433333333333334, 15.416666666666668, 17.933270421128935]"
28,ev_3000,0 -> 9_2 -> 39_3 -> 0,True,581.6210380649212,400.0,128.59437954532328,25.534609572521052,27.492048947076917,0.0,206.8325001088811,[],"[8.0, 9.553886310910663, 13.304844575068824, 16.90936013505317]","[8.0, 10.1, 14.133333333333333, 16.90936013505317]","[8.0, 10.433333333333334, 14.466666666666667, 16.90936013505317]"
29,fuel_3000,0 -> 57_1 -> 51_3 -> 0,True,857.5929284225106,400.0,268.5232563980401,58.41704035870897,130.65263166576153,0.0,117.272261186132,[],"[8.0, 9.368115578510576, 16.282586171534682, 19.009564573130966]","[8.0, 14.633333333333333, 17.55, 19.009564573130966]","[8.0, 14.966666666666667, 17.883333333333333, 19.009564573130966]"
30,fuel_3000,0 -> 9_1 -> 45_4 -> 0,True,1160.2554504506534,400.0,296.23488931676803,64.44568607205984,128.92227378178674,270.65260128003877,125.7277875443151,[],"[8.0, 16.0, 17.54638535893411, 19.076211145507216]","[8.0, 16.0, 17.54638535893411, 19.076211145507216]","[8.0, 16.333333333333332, 17.879718692267442, 19.076211145507216]"
31,fuel_1250,0 -> 36_1 -> 0,True,824.0385581691513,400.0,258.8721561662291,56.317450478449494,108.84895152447264,0.0,110.7586314029998,[],"[8.0, 9.824219090443036, 17.164387449194916]","[8.0, 15.266666666666667, 17.164387449194916]","[8.0, 15.600000000000001, 17.164387449194916]"
32,fuel_1250,0 -> 36_2 -> 0,True,824.0385581691513,400.0,258.8721561662291,56.317450478449494,108.84895152447264,0.0,110.7586314029998,[],"[8.0, 9.824219090443036, 17.164387449194916]","[8.0, 15.266666666666667, 17.164387449194916]","[8.0, 15.600000000000001, 17.164387449194916]"
33,fuel_1250,0 -> 3_1 -> 78_1 -> 0,True,1045.8066398968444,400.0,352.2086720562122,76.62274205291224,184.47522578771995,32.500000000000014,149.76908312733877,[],"[8.0, 16.0, 16.553834181592823, 22.28220996529952]","[8.0, 16.0, 19.9, 22.28220996529952]","[8.0, 16.333333333333332, 20.23333333333333, 22.28220996529952]"
34,ev_3000,0 -> 37_1 -> 46_3 -> 27_2 -> 0,True,742.7501582961091,400.0,162.4259040922932,32.25243638271664,73.11146743796402,74.9603503831353,245.5778043722076,[],"[8.0, 9.922379369370475, 13.68254034099604, 14.1944266281018, 20.398135472345732]","[8.0, 9.922379369370475, 13.68254034099604, 17.85, 20.398135472345732]","[8.0, 10.255712702703809, 14.015873674329374, 18.183333333333334, 20.398135472345732]"
35,ev_3000,0 -> 13_1 -> 69_1 -> 10_1 -> 0,True,684.7518297699787,400.0,128.74715217213208,25.564945185887083,130.4397324119597,0.0,195.3838974907914,[],"[8.0, 9.572155288854713, 13.740587086654028, 17.765271003893275, 21.388097474218537]","[8.0, 12.166666666666666, 15.766666666666667, 19.666666666666668, 21.388097474218537]","[8.0, 12.5, 16.1, 20.0, 21.388097474218537]"
36,ev_3000,0 -> 63_2 -> 84_2 -> 80_1 -> 0,True,656.8451918950841,400.0,106.56533952034364,21.16036756999994,123.81439308262905,5.305091722111399,168.3133121590772,[],"[8.0, 9.675947012535214, 17.256101834442227, 18.521535409675433, 20.28851532107005]","[8.0, 15.866666666666667, 17.256101834442227, 18.521535409675433, 20.28851532107005]","[8.0, 16.2, 17.58943516777556, 18.854868743008765, 20.28851532107005]"
37,fuel_3000,0 -> 42_1 -> 58_2 -> 0,True,936.5613807064635,400.0,416.15415704981484,90.53403609774259,29.873187558906125,0.0,174.2540710966196,[],"[8.0, 9.954216693799426, 13.085457261588601, 16.100097025338844]","[8.0, 10.233333333333333, 14.3, 16.100097025338844]","[8.0, 10.566666666666666, 14.633333333333335, 16.100097025338844]"
38,fuel_3000,0 -> 48_5 -> 4_1 -> 0,True,843.0625226333094,400.0,213.33021294321813,46.409833644959896,183.32247604513134,0.0,89.0069533072845,[],"[8.0, 9.469777075525109, 16.94743245555166, 20.80619130237902]","[8.0, 16.1, 19.483333333333334, 20.80619130237902]","[8.0, 16.433333333333334, 19.816666666666666, 20.80619130237902]"
39,ev_1250,0 -> 51_2 -> 0,True,622.1063170079989,400.0,51.71261000121257,10.26842161396029,160.125285392826,0.0,79.7371717776724,[],"[8.0, 9.543735730358701, 19.009564573130966]","[8.0, 17.55, 19.009564573130966]","[8.0, 17.883333333333333, 19.009564573130966]"
40,ev_1250,0 -> 71_1 -> 0,True,694.8876078791325,400.0,95.09576177529428,18.882887086661334,180.90895901717687,0.0,149.4022850791938,[],"[8.0, 10.271218715807823, 21.76020176665528]","[8.0, 19.316666666666666, 21.76020176665528]","[8.0, 19.65, 21.76020176665528]"
41,fuel_3000,0 -> 92_2 -> 92_1 -> 89_1 -> 40_1 -> 0,True,938.0664302121429,400.0,349.2086107597452,75.97008088610988,112.88773856628787,0.0,153.42725575476288,[],"[8.0, 9.13894640501894, 15.116666666666667, 16.847037490046908, 18.085575249232214, 19.956879083537164]","[8.0, 14.783333333333333, 15.116666666666667, 16.847037490046908, 18.085575249232214, 19.956879083537164]","[8.0, 15.116666666666667, 15.450000000000001, 17.18037082338024, 18.418908582565546, 19.956879083537164]"
42,fuel_3000,0 -> 70_4 -> 77_2 -> 34_1 -> 0,True,1225.0809924689154,400.0,545.276658230854,118.62454290855325,128.9399817244635,32.239809605044734,227.18411799272337,[],"[8.0, 11.708224817566123, 12.486334247110157, 20.778129525434228, 22.497873136658487]","[8.0, 11.708224817566123, 18.933333333333334, 20.778129525434228, 22.497873136658487]","[8.0, 12.041558150899457, 19.266666666666666, 21.11146285876756, 22.497873136658487]"
43,fuel_3000,0 -> 66_1 -> 79_2 -> 30_1 -> 0,True,732.7130031313264,400.0,273.2645071074458,59.44849602388067,0.0,0.0,112.80591550984529,[],"[8.0, 9.69024646927451, 10.241403377257956, 12.302298401022497, 13.233936300867075]","[8.0, 9.69024646927451, 10.241403377257956, 12.302298401022497, 13.233936300867075]","[8.0, 10.023579802607843, 10.57473671059129, 12.635631734355831, 13.233936300867075]"
44,fuel_3000,0 -> 91_1 -> 77_1 -> 10_3 -> 0,True,980.6534922617385,400.0,336.24390819361724,73.1496192128703,171.25996485525096,0.0,144.89475116610498,[],"[8.0, 9.879562886867989, 17.157438870369464, 20.163359800109884, 21.884790607661753]","[8.0, 16.666666666666668, 18.933333333333334, 20.163359800109884, 21.884790607661753]","[8.0, 17.0, 19.266666666666666, 20.496693133443216, 21.884790607661753]"
45,fuel_3000,0 -> 42_4 -> 32_1 -> 61_4 -> 0,True,920.0573813164511,400.0,397.91591060488247,86.56631876503458,35.1432764509093,0.43187549562482275,168.3561380230817,[],"[8.0, 9.954216693799426, 11.655286150321775, 13.725304176579163, 15.137461880870624]","[8.0, 10.233333333333333, 13.133333333333333, 13.725304176579163, 15.137461880870624]","[8.0, 10.566666666666666, 13.466666666666667, 14.058637509912497, 15.137461880870624]"
46,fuel_3000,0 -> 33_1 -> 27_1 -> 50_4 -> 0,True,1084.4147193344188,400.0,443.0489004017047,96.38496807622107,144.98085085649296,0.0,185.03293654932799,[],"[8.0, 9.866455704284594, 12.554479262898903, 19.096689156658524, 22.474611389273136]","[8.0, 10.766666666666667, 17.85, 20.15, 22.474611389273136]","[8.0, 11.100000000000001, 18.183333333333334, 20.48333333333333, 22.474611389273136]"
47,fuel_3000,0 -> 60_4 -> 65_5 -> 0,True,782.1586805814685,400.0,245.25932462499537,53.35598881510002,83.54336714137318,0.0,104.30319211015271,[],"[8.0, 9.155046862200525, 13.001118114064148, 17.510374828325318]","[8.0, 10.383333333333333, 15.95, 17.510374828325318]","[8.0, 10.716666666666667, 16.28333333333333, 17.510374828325318]"
48,fuel_3000,0 -> 41_1 -> 7_5 -> 0,True,1070.9463403548764,400.0,394.11609636353427,85.73967192308137,97.75723873492737,93.33333333333336,168.8539619657554,[],"[8.0, 9.835630500634371, 16.0, 18.090472516040382]","[8.0, 12.633333333333333, 16.0, 18.090472516040382]","[8.0, 12.966666666666667, 16.333333333333332, 18.090472516040382]"
49,fuel_3000,0 -> 48_6 -> 55_6 -> 0,True,944.4606440522989,400.0,334.6612623350454,72.8053157501688,136.9940659670847,0.0,146.5623730399175,[],"[8.0, 9.469777075525109, 17.697186292787325, 20.115630112957845]","[8.0, 16.1, 17.916666666666668, 20.115630112957845]","[8.0, 16.433333333333334, 18.25, 20.115630112957845]"
50,fuel_3000,0 -> 44_4 -> 53_5 -> 0,True,801.3852112201824,400.0,206.4702026044785,44.91744335372463,149.9975652619794,0.0,84.3856465374117,[],"[8.0, 9.661191685486392, 17.83893005141464, 18.901797246043387]","[8.0, 17.016666666666666, 17.983333333333334, 18.901797246043387]","[8.0, 17.349999999999998, 18.316666666666666, 18.901797246043387]"
51,fuel_3000,0 -> 62_1 -> 50_2 -> 0,True,967.9963608010079,400.0,307.11073068464384,66.81171750130908,194.07391261505492,0.0,133.7522535393317,[],"[8.0, 9.706624908930143, 19.923012793650443, 22.474611389273136]","[8.0, 19.183333333333334, 20.15, 22.474611389273136]","[8.0, 19.516666666666666, 20.48333333333333, 22.474611389273136]"
52,fuel_3000,0 -> 60_2 -> 54_1 -> 0,True,1075.894774246642,400.0,480.4127989153993,104.51345719374368,90.96851813749922,0.0,212.93918979522118,[],"[8.0, 9.155046862200525, 14.01319389759118, 20.38151061521864]","[8.0, 10.383333333333333, 17.333333333333332, 20.38151061521864]","[8.0, 10.716666666666667, 17.666666666666664, 20.38151061521864]"
53,fuel_1500,0 -> 48_1 -> 0,True,742.0516466453744,400.0,172.02358217981887,37.423605976057715,132.60445848949786,0.0,71.557344553077,[],"[8.0, 9.469777075525109, 17.444030290297697]","[8.0, 16.1, 17.444030290297697]","[8.0, 16.433333333333334, 17.444030290297697]"
54,fuel_1500,0 -> 47_1 -> 0,True,695.3978353264022,400.0,81.72039528218102,17.778212931591955,195.8992271126292,0.0,33.0606074004938,[],"[8.0, 9.121705311035207, 19.716957731645394]","[8.0, 18.916666666666668, 19.716957731645394]","[8.0, 19.25, 19.716957731645394]"
55,ev_1250,0 -> 35_2 -> 0,True,568.1396724910066,400.0,130.11467185922112,25.836489567655708,0.0,12.188511064129948,208.818931666808,[],"[8.0, 11.110436887949266, 14.586237462329258]","[8.0, 11.110436887949266, 14.586237462329258]","[8.0, 11.4437702212826, 14.586237462329258]"
56,ev_1250,0 -> 61_5 -> 0,True,537.3435540696277,400.0,74.0215088400618,14.698234362052517,48.623810867513306,0.0,113.846992569318,[],"[8.0, 9.852142789957668, 13.96142549037961]","[8.0, 12.283333333333333, 13.96142549037961]","[8.0, 12.616666666666667, 13.96142549037961]"
57,ev_3000,0 -> 86_1 -> 59_4 -> 90_1 -> 95_1 -> 19_1 -> 98_1 -> 5_1 -> 0,True,815.5429671570722,400.0,205.01497393415463,40.70922333027894,56.22184150474503,113.59692838789366,320.9892369456021,[],"[8.0, 9.324108756771796, 13.274953815223942, 13.730182363045085, 16.049527293437183, 17.3179501382792, 20.280003267477, 21.59745745909675, 23.146087658888273]","[8.0, 10.1, 13.274953815223942, 13.833333333333334, 16.049527293437183, 19.25, 20.280003267477, 21.59745745909675, 23.146087658888273]","[8.0, 10.433333333333334, 13.608287148557276, 14.166666666666668, 16.382860626770515, 19.583333333333332, 20.61333660081033, 21.93079079243008, 23.146087658888273]"
58,fuel_1500,0 -> 42_2 -> 0,True,765.8905909992609,400.0,295.9290970279492,64.37916118063355,5.582332790678137,0.0,125.1363663342164,[],"[8.0, 9.954216693799426, 13.268140744432337]","[8.0, 10.233333333333333, 13.268140744432337]","[8.0, 10.566666666666666, 13.268140744432337]"
59,ev_3000,0 -> 8_4 -> 52_2 -> 0,True,582.4541162197727,400.0,95.82721918067156,19.02813044279616,67.59876659630496,0.0,154.7371832691809,[],"[8.0, 9.420026189368091, 13.100035480816661, 17.933270421128935]","[8.0, 10.816666666666666, 15.083333333333334, 17.933270421128935]","[8.0, 11.15, 15.416666666666668, 17.933270421128935]"
60,fuel_3000,0 -> 59_5 -> 93_1 -> 56_3 -> 0,True,1162.1026515812837,400.0,613.2764785128761,133.41785466517635,15.408318403231362,0.0,258.1996523533756,[],"[8.0, 10.479584079838432, 13.561752336617136, 14.812305065288609, 17.418291105306547]","[8.0, 11.25, 13.561752336617136, 14.812305065288609, 17.418291105306547]","[8.0, 11.583333333333334, 13.89508566995047, 15.145638398621942, 17.418291105306547]"
61,ev_1250,0 -> 29_1 -> 0,True,633.5764140921755,400.0,63.04635210091547,12.518929610770197,158.01113238048984,0.0,100.6451046025578,[],"[8.0, 9.73277671430884, 19.38820769212652]","[8.0, 17.633333333333333, 19.38820769212652]","[8.0, 17.966666666666665, 19.38820769212652]"
62,fuel_3000,0 -> 24_1 -> 67_1 -> 0,True,1062.1453816327823,400.0,425.9641000659421,92.6681821109291,143.51309945591106,0.0,181.95726264977722,[],"[8.0, 9.674345027204449, 19.553724318104308, 21.326440187722348]","[8.0, 16.85, 19.553724318104308, 21.326440187722348]","[8.0, 17.183333333333334, 19.88705765143764, 21.326440187722348]"
63,fuel_3000,0 -> 49_2 -> 55_9 -> 0,True,1011.8184448798371,400.0,392.61453830084275,85.41300905176875,133.79089752722567,0.0,176.5531460884207,[],"[8.0, 9.12527949981084, 15.201842290494543, 20.115630112957845]","[8.0, 13.1, 17.916666666666668, 20.115630112957845]","[8.0, 13.433333333333334, 18.25, 20.115630112957845]"
64,fuel_3000,0 -> 55_1 -> 55_5 -> 0,True,933.2185963418278,400.0,308.3392280380382,67.07897621266414,157.80039209112562,0.0,132.0866119974154,[],"[8.0, 10.026647062110387, 18.25, 20.448963446291177]","[8.0, 17.916666666666668, 18.25, 20.448963446291177]","[8.0, 18.25, 18.583333333333332, 20.448963446291177]"
65,fuel_1500,0 -> 73_2 -> 0,True,878.9679247042428,400.0,341.6173551176039,74.31860870761487,63.03196087902407,0.0,145.4268584882548,[],"[8.0, 10.215068622715464, 15.023260713110945]","[8.0, 13.366666666666667, 15.023260713110945]","[8.0, 13.700000000000001, 15.023260713110945]"
66,ev_1250,0 -> 46_1 -> 0,True,524.8561711685795,400.0,84.19352961975265,16.718062756507592,23.944578792319255,0.0,130.3961910751898,[],"[8.0, 10.002771060384037, 13.919073457581582]","[8.0, 11.2, 13.919073457581582]","[8.0, 11.533333333333333, 13.919073457581582]"
67,ev_1250,0 -> 97_1 -> 28_1 -> 0,True,693.5792729325804,400.0,100.88281282200066,20.03200487529544,172.66445523528415,0.0,153.1363555713155,[],"[8.0, 9.961533287474852, 14.55524395076094, 21.515025639271457]","[8.0, 13.7, 19.45, 21.515025639271457]","[8.0, 14.033333333333333, 19.78333333333333, 21.515025639271457]"
68,fuel_1500,0 -> 8_5 -> 0,True,937.1886304394276,400.0,159.95723912765035,34.79858176580572,131.5994762126382,210.83333333333334,66.0548965441108,[],"[8.0, 16.0, 17.26631209808066]","[8.0, 16.0, 17.26631209808066]","[8.0, 16.333333333333332, 17.26631209808066]"
69,fuel_1500,0 -> 39_1 -> 0,True,1012.0350530524684,400.0,449.62354992906046,97.8152783291795,64.59622479422848,0.0,194.1693642284312,[],"[8.0, 10.903522093621909, 16.90936013505317]","[8.0, 14.133333333333333, 16.90936013505317]","[8.0, 14.466666666666667, 16.90936013505317]"
70,fuel_1500,0 -> 65_2 -> 0,True,775.7212433248781,400.0,204.41605569550353,44.47056517827738,126.83462245109716,0.0,86.8745378454326,[],"[8.0, 9.608268877445141, 17.510374828325318]","[8.0, 15.95, 17.510374828325318]","[8.0, 16.28333333333333, 17.510374828325318]"
71,fuel_1500,0 -> 40_2 -> 0,True,871.9946395121563,400.0,255.27301475283969,55.53445986518578,161.18716489413075,0.0,108.8883114687904,[],"[8.0, 9.80730842196013, 19.737970500971617]","[8.0, 17.866666666666667, 19.737970500971617]","[8.0, 18.2, 19.737970500971617]"
72,fuel_1500,0 -> 48_2 -> 0,True,742.0516466453744,400.0,172.02358217981887,37.423605976057715,132.60445848949786,0.0,71.557344553077,[],"[8.0, 9.469777075525109, 17.444030290297697]","[8.0, 16.1, 17.444030290297697]","[8.0, 16.433333333333334, 17.444030290297697]"
73,fuel_1500,0 -> 60_6 -> 0,True,534.9691555826953,400.0,90.67676210024203,19.726664059797073,24.56572942265616,0.0,36.748182959378,[],"[8.0, 9.155046862200525, 11.235708798861271]","[8.0, 10.383333333333333, 11.235708798861271]","[8.0, 10.716666666666667, 11.235708798861271]"
74,ev_1250,0 -> 27_3 -> 0,True,669.9186377345662,400.0,100.48250297687721,19.952516520987846,149.48361823670123,0.0,156.8079914420778,[],"[8.0, 10.37581908816494, 20.398135472345732]","[8.0, 17.85, 20.398135472345732]","[8.0, 18.183333333333334, 20.398135472345732]"
75,fuel_1500,0 -> 62_6 -> 0,True,873.4444320694329,400.0,233.18174375554798,50.72851982582095,189.5341684880638,0.0,97.7527149276738,[],"[8.0, 9.706624908930143, 20.89735473061686]","[8.0, 19.183333333333334, 20.89735473061686]","[8.0, 19.516666666666666, 20.89735473061686]"
76,ev_3000,0 -> 8_6 -> 70_3 -> 0,True,643.3714921799016,400.0,133.93377625649785,26.59483794995642,27.93280954597151,54.91006842747579,218.046920498325,[],"[8.0, 9.420026189368091, 13.68153470188285, 16.857706371740196]","[8.0, 10.816666666666666, 13.68153470188285, 16.857706371740196]","[8.0, 11.15, 14.014868035216184, 16.857706371740196]"
77,fuel_1250,0 -> 28_3 -> 0,True,937.3835894780791,400.0,285.0069101900597,62.00304732787824,190.3736319601412,0.0,122.6038152604192,[],"[8.0, 9.93131840199294, 21.515025639271457]","[8.0, 19.45, 21.515025639271457]","[8.0, 19.78333333333333, 21.515025639271457]"
78,fuel_1500,0 -> 54_4 -> 0,True,1082.4755184144014,400.0,454.45887080970806,98.86719889211724,129.14944871257626,0.0,192.21095155748,[],"[8.0, 10.87586089770452, 20.38151061521864]","[8.0, 17.333333333333332, 20.38151061521864]","[8.0, 17.666666666666664, 20.38151061521864]"
